,Group,Distance,Age_shield,Sample_Name,Sr,Nd,Hf,Sr_m,Nd_m,Hf_m,X_OC,X_SED,X_RC,Fd,P0,F_per,F_tot,dT_RC,Tp,d_rho_RC,d_rho_per,d_rho_c,d_rho_T,d_rho,v_p,Q_p,Q_v
100,HAWAII - MAUNA LOA,30,0.24,s_184-2 [6121],0.703725,6.105768293,10.64412893,0.7037250012031238,6.1057733440758195,10.644313445921025,0.03852307354109088,0.0033563809368822636,0.041363530819427084,0.017586768721199932,4.053906529108344,0.015452950419748208,0.04060369937437528,12.117895308859026,1521.8028371025734,7.445435547496875,-3.6163236833694916,3.8291118641273836,-17.008480873154774,-13.17936900902739,24.681903703346766,120.3983788438031,5.562911935561571
101,HAWAII - MAUNA LOA,30,0.24,s_184-9 [6121],0.703677,6.359362503,11.17456725,0.7036769975026262,6.359349252574454,11.175224478550852,0.0385316881120372,0.0035489878158667873,0.0437170797308473,0.01132740862380989,4.157044805323759,0.01724495114559465,0.04649391390452326,11.966173617116183,1529.224482066808,7.869074351552514,-2.323508486840735,5.5455658647117785,-17.743223724613983,-12.197657859902204,22.84338624241122,111.4300867528389,5.895416840530402
102,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R158-0.05A [7] / s_R158-0.05A [1300],0.7035,6.37886975,12.48298177,0.7035000011265227,6.380662932129871,12.479761084582858,0.03967213771129077,0.004516254063928389,0.04683164947938632,0.0033009814619833168,4.467118625939997,0.03610521783165492,0.06128985442968001,12.174515195976099,1543.2436984764295,8.429696906289537,-0.67490088134421,7.754796024945327,-19.13112614916652,-11.376330124221191,21.305229744396698,103.92695607885045,7.248242907239733
103,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R166-5.25A [7] / s_R166-5.25A [1300],0.703517,6.12527554,12.16471878,0.7035170361724663,6.127677425970559,12.162506861058231,0.046969219578358395,0.004566007447114342,0.05202887414562704,0.004364250194409882,4.436234543169273,0.03264154274875923,0.05809721473516047,14.35691856602914,1548.169100597916,9.365197346212867,-0.8874257900304015,8.477771556182464,-19.618740959193683,-11.14096940301122,20.864453660771172,101.77684940395739,6.728530988667704
104,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R189-8.50A [414] / s_R189-8.50A [1300] / s_HSDPR189-8.50A [8],0.703516,6.261826268,12.16471878,0.7035160147634831,6.263670188835301,12.16188494322294,0.04386325890570246,0.004715620674578979,0.0497142743233025,0.004555924998756466,4.4326825415575755,0.03226618498701189,0.05776290065576613,14.152014995399785,1544.169481326248,8.948569378194449,-0.9286628408711716,8.019906537323278,-19.222778651298547,-11.20287211397527,20.980383091834543,102.34235341564438,6.726983081945887
105,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R197-0.80A [7] / s_R197-0.80A [1300] / s_HSDPR197-.80A [8],0.703509,6.417884244,12.09399367,0.7035090411647158,6.418358561318505,12.093027448879315,0.03468405813727162,0.0037607103013974183,0.039219150231441444,0.005531323173975504,4.248470855627707,0.019929160697716115,0.04668857277009412,11.028004764602098,1536.2095870006328,7.0594470416594595,-1.1399365218891733,5.919510519770286,-18.43474911306265,-12.515238593292365,23.438141353540217,114.33130345190929,6.074236468164412
106,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R212-0.40A [414] / s_R212-0.40A [1300] / s_HSDPR212-.40A [8],0.703563,6.359362503,11.84645579,0.70356300084501,6.359941330421286,11.846193391499327,0.04008680275231936,0.004081195044175014,0.043078835954334524,0.006834665061496577,4.302287523175993,0.022319332660475723,0.04850665715269161,12.259605552691596,1536.1456515723592,7.754190471780214,-1.4028805461762972,6.351309925603918,-18.42841950566356,-12.077109580059641,22.617627252535435,110.32883391929943,6.089846082494153
107,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R215-7.20A [7] / s_R215-7.20A [1300] / s_HSDPR215-7.2A [8],0.703581,6.63246396,12.58906943,0.7035810254022117,6.633388751251413,12.588391484242926,0.037879512857108305,0.004440021085772799,0.04342471345007862,0.008350852042709456,4.388376161419118,0.02815326543917194,0.05160327470156848,11.65980551819975,1543.8522046202083,7.816448421014151,-1.7134729080806754,6.102975512933476,-19.191368257400626,-13.08839274446715,24.511526244484514,119.5672772365247,7.021106232217736
108,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R229-0.05A [7] / s_R229-0.05A [1300] / s_HSDPR229-.05A [8],0.703537,6.37886975,11.66964302,0.7035370097732565,6.379095175889494,11.669604302077655,0.0353877911263524,0.003848198854722422,0.03872679307266948,0.007780987525154041,4.227147493811197,0.019151472105487982,0.043504131632970185,11.52306073410072,1531.6253143813728,6.970822753080506,-1.6043859613280882,5.366436791752418,-17.98090612375591,-12.614469332003495,23.62397752943016,115.23781271377986,5.704813521450443
109,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R243-8.40A [414] / s_R243-8.40A [1300] / s_HSDPR243-8.40A [8],0.703589,6.12527554,11.84645579,0.7035890421599169,6.1258874234530145,11.845850335312107,0.045439699649440043,0.004760167615516779,0.05067745023774107,0.006440784845126829,4.415188376778953,0.03055603271292702,0.05487614100313286,14.150304351026701,1541.7196011048363,9.121941042793392,-1.3115350015580494,7.810406041235343,-18.9802405093788,-11.169834468143456,20.918511237996356,102.04054238081854,6.371948597481256
110,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R303-3.00A [414] / s_R303-3.00A [1300] / s_HSDPR303-3.0A [8],0.703561,6.203304528,11.45746769,0.7035610587236889,6.203741584692967,11.456996887396922,0.03996412471148851,0.003953594376528747,0.04402061303796903,0.006203744486726138,4.286525189747276,0.021530797739641838,0.044828503621177976,12.641320140893114,1534.5355561232136,7.923710346834426,-1.2721248221016048,6.6515855247328215,-18.269020056198148,-11.617434531465326,21.756762420807544,106.12953343626467,5.41385274968035
111,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R319-1.30A [7] / s_R319-1.30A [1300] / s_HSDPR319-1.3A [8],0.703547,6.593449466,11.49283024,0.7035470012100056,6.593448747783083,11.492836710950762,0.030620173854656246,0.0028177207784165492,0.03415437435389078,0.008338862953687135,4.057694338246577,0.01552480761324889,0.037074000415751346,10.523715705053053,1519.7033728229476,6.14778738370034,-1.7275946487830989,4.420192734917241,-16.800633909471813,-12.380441174554573,23.1856970288941,113.09987949851343,4.771418769831978
112,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R333-2.10A [7] / s_R333-2.10A [1300],0.703525,6.066753799,11.49283024,0.7035250007774794,6.06795013462422,11.491982733253575,0.03923182212666851,0.004014062969509592,0.04375423499360225,0.0051246566462190635,4.289323163674267,0.02170958368998863,0.04957297841942018,13.007814812093796,1538.531167040472,7.8757622988484055,-1.0511424956301274,6.824619803218278,-18.664585537006722,-11.839965733788445,22.173511788927293,108.1624377417374,6.101511321888963
113,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R347-6.35A [414] / s_R347-6.35A [1300] / s_HSDPR347-6.35A [8],0.703562,6.086261046,11.49283024,0.7035620015596975,6.086653021779143,11.492232693849154,0.04381387537828115,0.004479778114741694,0.04903756974211104,0.005133489847997337,4.374236896639857,0.026985068379405293,0.051453861371510284,14.07171122080823,1541.6069027942704,8.826762553579988,-1.047136658043708,7.779625895536279,-18.969083376632767,-11.189457481096488,20.955260593427905,102.21980581489933,5.985066299591156
114,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R365-0.05A [414] / s_R365-0.05A [1300] / s_HSDPR365-.05A [8],0.703522,6.105768293,12.12935622,0.7035220705429821,6.107016419477638,12.127432181445087,0.04818077702052963,0.004854772659658743,0.053071602643272694,0.0049856754891453164,4.44864471495292,0.03397590115976991,0.06810331209444646,15.184152457101462,1550.5533004579374,9.552888475789086,-1.0126711667952362,8.54021730899385,-19.85477674533581,-11.314559436341959,21.189547561973527,103.36265814655707,8.01028272758608
115,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R382-4.35A [7] / s_R382-4.35A [1300] / s_HSDPR382-4.35A [8],0.703533,5.988724811,11.56355535,0.7035329999972815,5.989391561374266,11.562705389047649,0.044820941810486736,0.00466660479020164,0.0508431616685388,0.0034238346597165363,4.386923261413516,0.02804098852412957,0.055169792969169934,14.523126049282578,1544.1291131988237,9.151769100336983,-0.6970726792857447,8.454696421051239,-19.218782206683546,-10.764085785632307,20.158637991967634,98.33387906796268,6.173343853487983
116,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R401-4.90A [7] / s_R401-4.90A [1300],0.703634,5.657101613,11.84645579,0.7036340166949033,5.660020476529203,11.83105668862574,0.05023343299198744,0.005269712817800764,0.05736243315249809,0.006840252291179273,4.438391392322195,0.03286378888573238,0.0574558098065259,14.878312228063274,1552.2992600431735,10.325237967449656,-1.38306999753357,8.942167969916087,-20.027626744274176,-11.08545877435809,20.76049511844716,101.26973941304212,6.62109142299249
117,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R413-1.40A [414] / s_R413-1.40A [1300] / s_HSDPR413-1.4A [8],0.703499,6.008232058,11.5281928,0.703499003746719,6.019426915545441,11.52606419452287,0.04628867138982995,0.0048487691791126684,0.05244190409322326,0.00718371877490478,4.346664093588558,0.024969094028034954,0.05106908791070978,14.495600197026127,1540.1158516623416,9.439542736780187,-1.460099544591946,7.97944319218824,-18.821469314571818,-10.842026122383578,20.30460217925032,99.04589268446932,5.7558638697596685
118,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R419-5.30A [7] / s_R419-5.30A [1300],0.703658,5.793652342,11.17456725,0.7036580005592661,5.793875484220191,11.174195286591335,0.04636926953867437,0.00454150909961473,0.05381067984028834,0.007962358348694402,4.291056642140106,0.021750773896672834,0.04946285439415905,14.316860521068715,1535.0132076361745,9.685922371251902,-1.61602121383971,8.069901157412191,-18.316307555981272,-10.24640639856908,19.189144477372956,93.60468763849637,5.268569522897643
119,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R431-3.70A [7] / s_R431-3.70A [1300] / s_HSDPR431-3.7A [8],0.703598,5.832666836,11.35138002,0.7035980016459091,5.833684115657652,11.35021320675575,0.046104663122848985,0.004917587555515436,0.05176873064237933,0.006309183175095022,4.295112923221791,0.021971211765005747,0.05268124314350915,14.467438610396826,1540.1151481495729,9.318371515628279,-1.2832601433216058,8.035111372306673,-18.821399666807714,-10.786288294501041,20.200218145425318,98.53670714510582,5.907041224592362
120,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R442-2.10A [7] / s_R442-2.10A [1300] / s_HSDPR442-2.1A [8],0.703625,6.066753799,11.70500557,0.7036250000347424,6.067066064432289,11.704210971809346,0.04333788171198892,0.00435252903605419,0.048155149304461145,0.008838169924090571,4.321845223307571,0.023408422072180222,0.04850961533618199,12.62290812510545,1536.0148033627552,8.667926874803006,-1.8044955210749163,6.863431353728091,-18.415465532912762,-11.552034179184671,21.634282718171523,105.53207718589252,5.8254336381801775
121,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R446-2.40A [414] / s_R446-2.40A [1300] / s_HSDPR446-2.4A [8],0.703544,5.910695823,11.5281928,0.7035440047130019,5.911952891150495,11.526199143475335,0.04768213517233778,0.00509309827952416,0.05366871205710169,0.008176899526075886,4.411953162832974,0.03021790289873083,0.058582304086782,14.972328966694201,1547.5383142691153,9.660368170278305,-1.659812981946634,8.00055518833167,-19.556293112642415,-11.555737924310744,21.641218974412684,105.56591225861293,7.037300493564694
122,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R452-3.90A [7] / s_R452-3.90A [1300],0.703579,6.008232058,11.63428046,0.7035790415895893,6.008920827965648,11.63323760157034,0.04379730311309047,0.004968814065341493,0.04889173906323906,0.0064710400403317995,4.327929115738051,0.02396909797603219,0.053101489405232835,14.00240268938526,1543.5322273618413,8.800513031383032,-1.3201744926110008,7.480338538772031,-19.159690508822283,-11.679351970050252,21.872719433291547,106.69517199018023,6.4471446202020575
123,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R463-6.00A [7] / s_R463-6.00A [1300],0.703623,5.735130601,11.10384214,0.7036230386365419,5.735496471224915,11.10318991943201,0.045465417579334366,0.0050063370875651535,0.05264066186420995,0.0056911424516169415,4.332404471447542,0.024115867558817478,0.05154751286205532,14.548529656807611,1543.945673039343,9.475319135557791,-1.1564889649599694,8.318830170597822,-19.200621630894968,-10.881791460297146,20.379073441147717,99.409163658648,5.831094472272778
124,HAWAII - MAUNA KEA,54,0.34,s_HSDP-R466-5.00A [414] / s_R466-5.00A [1300],0.703596,5.579072625,11.63428046,0.7035960885262187,5.592392841621833,11.630343912076022,0.04853196565813564,0.005445202126053105,0.05602203667070863,0.00651370510005795,4.4825063366649935,0.03805896190436249,0.0629785801885365,15.02935521320704,1552.0027074494988,10.083966600727553,-1.3189163288902288,8.765050271837325,-19.998268037500377,-11.233217765663053,21.037213464537533,102.61957209475304,7.354260460438942
125,HAWAII - MAUNA KEA,54,0.34,s_SR0157-6.25 [7011],0.703562,6.047246552,11.66964302,0.7035620241108902,6.0488570128792585,11.669063822762283,0.04345534703954245,0.004898901920184076,0.050372479128542216,0.004719737906445639,4.381116496746847,0.027576761756582815,0.05267905704846508,14.067057778674515,1544.506773973761,9.067046243137598,-0.961387500057488,8.105658743080111,-19.256170623402344,-11.150511880322233,20.882324509210157,101.86402344071232,6.1062525229876705
126,HAWAII - MAUNA KEA,54,0.34,s_SR0167-5.90 [7011],0.703624,6.105768293,11.98790601,0.7036240030549941,6.106293770217141,11.987253243776323,0.044419141596363704,0.004714716263809908,0.04956761295771264,0.007370117043972946,4.407081110786681,0.029804509002593293,0.05342446519871619,13.436507179645542,1543.4770626323937,8.922170332388276,-1.5025291570326724,7.419641175355604,-19.154229200606974,-11.73458802525137,21.97616376317508,107.19977365171546,6.5170341045961635
127,HAWAII - MAUNA KEA,54,0.34,s_SR0175-5.25 [7011],0.703606,5.481536391,11.84645579,0.7036062931339642,5.580985612351345,11.805910595741919,0.04677005889099418,0.005462638836430462,0.05514179669329541,0.003239206009589301,4.474606710886857,0.03702744280439976,0.06238296461949539,15.149371120533434,1555.10758552863,9.925523404793173,-0.6564966344423974,9.269026770350775,-20.305650967334362,-11.036624196983587,20.669039272926362,100.8236176037669,7.1572177104453685
128,HAWAII - MAUNA KEA,54,0.34,s_SR0184-2.80 [7011],0.703591,6.086261046,12.97805753,0.7035910389446248,6.136753274848871,12.960406820561985,0.044396649601281604,0.004968585648459538,0.050510704593803225,0.0052349428422553135,4.57102779367927,0.05109430886161755,0.0732928850666775,13.957463072626243,1555.3355061385546,9.091926826884581,-1.0661770099233205,8.02574981696126,-20.328215107716904,-12.302465290755643,23.039666270229535,112.38754114666416,9.373373637732248
129,HAWAII - MAUNA KEA,54,0.34,s_SR0193-0.00 [7011],0.703547,5.988724811,12.65979454,0.7035473313517419,5.997153457528476,12.650715514320446,0.04777898067099336,0.005568939936893469,0.054297716309554114,0.004717068469398547,4.556777579113271,0.04875072974798347,0.08086454781738445,15.81491622491696,1556.3030661009066,9.77358893571974,-0.9568721499124794,8.81671678580726,-20.424003543989752,-11.607286758182491,21.73775799329673,106.03682979838254,9.757326541033114
130,HAWAII - MAUNA KEA,54,0.34,s_SR0205-1.30 [7011],0.703607,5.481536391,12.62443199,0.7036086619687252,5.601632355106645,12.472080913897948,0.04425624617758163,0.005095388763266603,0.049408888457562916,0.0034319952916449167,4.55435781217095,0.04836334443554737,0.0751354844505708,13.476529722906495,1559.2717825344378,8.893599922361325,-0.699789994995481,8.193809927365844,-20.71790647090934,-12.524096543543497,23.45473024144204,114.41222408243303,9.782130695018232
131,HAWAII - MAUNA KEA,54,0.34,s_SR0212-8.20 [7011],0.703612,5.715623354,12.97805753,0.7036171694822093,5.969269110968355,12.839150204935802,0.046339172600295714,0.005773166120857238,0.05348838865501887,0.0013921809830048921,4.638646762364866,0.06339064008145975,0.0939082387177948,14.293835237591924,1558.2299301476423,9.627909957903396,-0.28264996735142317,9.345259990551973,-20.61476308461659,-11.269503094064618,21.105167475145944,102.95105190326058,11.001462573328372
132,HAWAII - MAUNA KEA,54,0.34,s_SR0222-2.00 [7011],0.703583,5.403507403,12.05863112,0.7035830298077945,5.476238461637082,12.047971247333097,0.04731378951580392,0.005131630939043173,0.05561414245036111,0.0029222474052829363,4.570767187505774,0.05105290720931861,0.07289570946681866,15.150033409237825,1557.3241747082589,10.010545641064999,-0.5919618966283164,9.418583744436683,-20.52509329611763,-11.106509551680945,20.799918345644713,101.46204599929351,8.416306148049145
133,HAWAII - MAUNA KEA,54,0.34,s_SR0232-8.50 [7011],0.703597,5.754637848,11.56355535,0.7035970059121733,5.761330721333676,11.556764925322238,0.04865235752671131,0.005118093021605062,0.055833118235948304,0.00513198691782664,4.412630453589577,0.030288693099366375,0.060652057480897546,15.400869279984516,1548.635434962832,10.049961282470695,-1.0393494723308023,9.010611810139894,-19.664908061320375,-10.654296251180481,19.953027638761867,97.3309113270214,6.71757106688494
134,HAWAII - MAUNA KEA,54,0.34,s_SR0240-3.30 [7011],0.703583,5.559565379,12.83660732,0.7035874221127123,5.91654319253521,12.622635887900394,0.04741912666897503,0.005054649703849005,0.05285929575078646,0.002494075969308563,4.582583868776307,0.05306610510486724,0.08176782289952855,14.849413869506472,1558.8532479739258,9.514673235141563,-0.5067006666197087,9.007972568521854,-20.676471549418658,-11.668498980896803,21.8523942998959,106.59602594617844,9.918349105341452
135,HAWAII - MAUNA KEA,54,0.34,s_SR0256-0.95 [7011],0.703597,6.086261046,11.95254345,0.7035970521604276,6.088708952047957,11.951573423117033,0.0452873096141945,0.004909042361328486,0.05134943029757573,0.006966375181330279,4.443258324086262,0.033386903463491005,0.05588395805662264,13.642835754204766,1544.4135061378215,9.242897453563632,-1.4175566657816416,7.8253407877819905,-19.24693710764433,-11.421596319862342,21.390002837939072,104.3404794097389,6.635229178381988
136,HAWAII - MAUNA KEA,54,0.34,s_SR0267-6.85 [7011],0.703565,5.696116107,12.34153155,0.7035665876068713,5.781193202100187,12.26488521220222,0.04894396681933153,0.00534901524503217,0.05516057631599087,0.002591042668131229,4.554598365525816,0.04839882238097169,0.07218710215768548,15.183378536871622,1554.821172214221,9.928903736878356,-0.5251215815483755,9.40378215532998,-20.277296049207877,-10.873513893877897,20.363571477653252,99.33354504769879,8.159649145290635
137,HAWAII - MAUNA KEA,54,0.34,s_SR0276-7.85 [7011],0.703595,5.520550885,12.20008133,0.7035956109554775,5.722665123379334,12.083562522132555,0.04941139979515663,0.005025297812523014,0.05491694175311075,0.004230400363151419,4.490005312980323,0.03896909510631573,0.061867219413225406,15.013470712614614,1554.7032383303817,9.885049515559935,-0.8575880983990092,9.027461417160925,-20.265620594707794,-11.23815917754687,21.046467583774298,102.66471370810366,7.227660419868354
138,HAWAII - MAUNA KEA,54,0.34,s_SR0284-1.75 [7011],0.703599,5.67660886,12.09399367,0.7035990824639257,5.679958652039636,12.07102598572486,0.04207162817964061,0.005035332708652163,0.046132918971357004,0.004524110374716406,4.473006252715564,0.036826778883973135,0.057404926853272684,13.394121728871,1551.5181005168342,8.30392541484426,-0.9256532908584688,7.378272123985791,-19.95029195116659,-12.5720198271808,23.54447944499449,114.85002088855103,7.502330434163299
139,HAWAII - MAUNA KEA,54,0.34,s_SR0294-7.65 [7011],0.703643,5.559565379,12.16471878,0.7036432014087532,5.5853006933573415,12.109576831287157,0.04815411254618027,0.0053874693288164955,0.0564950239299031,0.005745236750038216,4.559767984217088,0.049229997745617066,0.08042783580915348,15.20588155587431,1557.5696019908137,10.169104307382558,-1.1627314546766163,9.00637285270594,-20.549390597090554,-11.543017744384613,21.617397025439946,105.44970874077694,9.650897634619543
140,HAWAII - MAUNA KEA,54,0.34,s_SR0300-6.50 [7011],0.703583,5.208434934,12.44761922,0.703585284553423,5.484870109573074,12.32663164825172,0.04960194923161251,0.005289492718933942,0.056081446307450336,0.0012622510901872798,4.643662749995009,0.064359921170047,0.08972766836466559,15.328193296808195,1559.3448746091465,10.09466033534106,-0.25556864692925735,9.839091688411804,-20.725142586305502,-10.886050897893698,20.387050380598797,99.44807518628333,10.154036173242492
141,HAWAII - MAUNA KEA,54,0.34,s_SR0311-4.40 [7011],0.703602,5.774145095,12.23544389,0.703602109981639,5.777441458428903,12.230372393836674,0.04508722420338725,0.005553861912111312,0.051957227725110036,0.00455069116103137,4.535966107666963,0.045473253286117926,0.06390811131837446,14.603179422877435,1551.6324401095635,9.352300990519806,-0.9254065958432333,8.426894394676573,-19.961611570846788,-11.534717176170215,21.601851984914063,105.37387999997672,7.66310712247893
142,HAWAII - MAUNA KEA,54,0.34,s_SR0328-3.10 [7011],0.703559,5.501043638,11.70500557,0.7035590010562476,5.5150276743054665,11.625798006286999,0.050869386675750625,0.004955233778722515,0.058195047417663466,0.006181051537310143,4.407985277299359,0.029897360541093335,0.061263588065703305,15.55339955991149,1552.736369811831,10.475108535179423,-1.2486784917761493,9.226430043403274,-20.07090061137128,-10.844470567968004,20.30918005930524,99.06822359312932,6.906416197936045
143,HAWAII - MAUNA KEA,54,0.34,s_SR0340-1.00 [7011],0.703601,5.813159589,12.09399367,0.7036011487685216,5.82258161992547,12.066375523983709,0.04162169001559206,0.004905280335862107,0.04624647166315807,0.004563844284778063,4.447391657468149,0.03383730330880153,0.05370649361196917,13.136569403238191,1546.9865215088184,8.324364899368453,-0.9336718654235133,7.390693033944939,-19.501665629373026,-12.110972595428088,22.681044832228093,110.63818500813615,6.761573662776477
144,HAWAII - MAUNA KEA,54,0.34,s_SR0346-5.60 [7011],0.703595,5.188927687,11.88181834,0.7035954431866054,5.362400429801114,11.693073314925805,0.05261693256299971,0.005093597879820817,0.05899183351566516,0.007772507805361706,4.510056693003719,0.041741290416578286,0.06992625326415247,15.66509801146138,1559.2353734010558,10.618530032819729,-1.5688515669058947,9.049678465913834,-20.71430196670452,-11.664623500790688,21.845136423838415,106.56062201130888,8.479162290024048
145,HAWAII - MAUNA KEA,54,0.34,s_SR0354-7.75 [7011],0.703607,5.403507403,11.77573068,0.7036070422900976,5.538309313511795,11.729379296965618,0.0544132195652641,0.005515599827795933,0.05991625030598703,0.003477530856354152,4.438609448410549,0.0328933284541858,0.06352670584261905,16.021677348180752,1554.6121577768272,10.784925055077666,-0.7012370180068203,10.083688037070846,-20.256603619905892,-10.172915582835046,19.051513211734562,92.9333220315219,6.71805785466338
146,HAWAII - MAUNA KEA,54,0.34,s_SR0372-2.80 [7011],0.703582,5.657101613,11.66964302,0.7035820162920581,5.661146833129529,11.637991980954142,0.04534776890411428,0.0046588080215206,0.05256194459153106,0.005719424726149003,4.376639455577795,0.027195465883741932,0.05371642905849393,14.29526971599201,1548.294659060407,9.461150026475591,-1.1623327374082124,8.29881728906738,-19.63117124698029,-11.332353957912911,21.222872576817597,103.5252176399574,6.328040182793905
147,HAWAII - MAUNA KEA,54,0.34,s_SR0379-3.00 [7011],0.703579,5.442521897,11.45746769,0.7035790649900487,5.444746948416322,11.440035137854489,0.04821713658874788,0.004951613171965959,0.05730910780815958,0.006648402263660791,4.384837693852443,0.027830315991634644,0.056818703614580614,15.488411187610954,1548.651951286526,10.315639405468724,-1.344354782109048,8.971284623359676,-19.666543177366066,-10.69525855400639,20.02974053853149,97.70511701551608,6.317199200550805
148,HAWAII - MAUNA KEA,54,0.34,s_SR0392-4.30 [7011],0.703584,5.735130601,11.84645579,0.7035840436000648,5.737310201088578,11.844389509654514,0.05040216247711662,0.005139468674527432,0.057103361075241194,0.006998810215723096,4.468872055529849,0.03632911197819525,0.0649454680619202,14.995732862727692,1550.6682633905107,10.278604993543414,-1.4155186678942395,8.863086325649174,-19.866158075660557,-11.003071750011383,20.60620331586254,100.51710367135264,7.428562118049321
149,HAWAII - MAUNA KEA,54,0.34,s_SR0401-2.85 [7011],0.703598,5.793652342,11.66964302,0.7035980518415474,5.797991192253619,11.667887893872289,0.048437633386906674,0.005089767574930811,0.0533246051535172,0.006607297818171994,4.428128731611961,0.03180542458639843,0.05559131910914125,15.219985277139209,1547.8346842595813,9.598428927633096,-1.3416902651051066,8.25673866252799,-19.58563374169855,-11.328895079170561,21.21639489856291,103.49361951163189,6.546911907759614
150,HAWAII - MAUNA KEA,54,0.34,s_SR0413-3.10 [7011],0.703613,5.891188577,12.44761922,0.703613054974326,5.908613817574274,12.443275208252281,0.0427598359593553,0.005142800500289224,0.04733059486467102,0.00498288040393218,4.5249602680379315,0.04386593717865825,0.0622180752295704,13.489000281355164,1552.6899301395774,8.519507075640783,-1.0182395888538924,7.501267486786891,-20.066303083818166,-12.565035597031276,23.531399600589612,114.78621737968056,8.126850268004965
151,HAWAII - MAUNA KEA,54,0.34,s_SR0423-3.65 [7011],0.703552,5.657101613,12.16471878,0.7035523373573926,5.66615590183857,12.143207035107665,0.05189690102010629,0.00551796229263915,0.05799180561780831,0.003220722965126155,4.473299394473489,0.036853746882419096,0.06656019011851566,15.596364484815748,1554.818068395815,10.438525011205495,-0.6507817226590139,9.787743288546482,-20.276988771185696,-10.489245482639214,19.64392580145019,95.8231119061477,7.257729311216992
152,HAWAII - MAUNA KEA,54,0.34,s_SR0431-8.50 [7011],0.703608,5.032869711,11.5281928,0.7036091195889873,5.169861575556862,11.406691089419406,0.05239200307697681,0.005172478447927513,0.059500489798390385,0.008143924135951587,4.485894173703782,0.0384771680357112,0.06816307610494138,15.989823347134257,1555.5231299101556,10.71008816371027,-1.642932003780539,9.06715615992973,-20.346789861105407,-11.279633701175676,21.124139754395458,103.0435987218556,7.992564339295212
153,HAWAII - MAUNA KEA,54,0.34,s_SR0441-9.10 [7011],0.703631,5.540058132,11.88181834,0.7036310619929758,5.557914332762327,11.87788657211765,0.05134207106633566,0.005453758215841018,0.05955296389058389,0.006151402435070898,4.468578411468716,0.03628250254213884,0.07451376153836875,15.882027310990829,1556.5304924996115,10.7195335003051,-1.240897126321425,9.478636373983676,-20.446518757461536,-10.96788238347786,20.54030178783284,100.19563587723636,8.49574043879563
154,HAWAII - MAUNA KEA,54,0.34,s_SR0450-3.55 [7011],0.703571,5.735130601,11.74036812,0.703571112653266,5.7587744652730635,11.737334201316463,0.04794589064960051,0.005512677982179359,0.055897125484693284,0.00394804919978234,4.481081085225364,0.03782321344868538,0.05861950108420186,14.777947475720197,1550.3602477318866,10.061482587244791,-0.7995197063229871,9.261962880921804,-19.835664525456774,-10.573701644534971,19.802092619120863,96.59464997968172,6.443341249793025
155,HAWAII - MAUNA KEA,54,0.34,s_SR0455-7.40 [7011],0.703622,5.403507403,12.44761922,0.7036230449392634,5.658609724859653,12.296241682823549,0.046542943163973935,0.005102397760924478,0.0532683214536092,0.003211211890224893,4.5617954567015495,0.04956111470393021,0.07251420753563935,14.435156801795888,1558.6030866997783,9.588297861649655,-0.6521134669336591,8.936184394715996,-20.651705583278048,-11.715521188562052,21.94045599698606,107.02559109217857,8.831341568783776
156,HAWAII - MAUNA KEA,54,0.34,s_SR0472-1.00 [7011],0.703575,5.462029144,11.95254345,0.7035750901808366,5.4894207225370995,11.926006565898629,0.04606220284260082,0.005325249749561858,0.052545047502344386,0.0031159071953052796,4.539391505240739,0.04602270572880389,0.0674862361165761,14.729518558522717,1554.4029155945486,9.45810855042199,-0.6332429754468819,8.824865574975108,-20.235888643860317,-11.411023068885209,21.370201589315553,104.24388887677158,8.005376346509712
157,HAWAII - MAUNA KEA,54,0.34,s_SR0490-1.50 [7011],0.703618,5.754637848,12.23544389,0.7036182804481462,5.756179272788691,12.232006114057022,0.045754487214469605,0.005165847039341409,0.05098096729068123,0.00441017079153414,4.518574520710935,0.04292698168384525,0.059582326622064065,14.553838282945978,1552.8670537864957,9.176574112322621,-0.897754576003561,8.27881953631906,-20.083838324863077,-11.805018788544016,22.10806425978851,107.84318455517814,7.311830307665353
